c auto-generated SAT problem
-9264 -3822 9222 0
-5535 3796 7067 0
-2956 -973 7131 0
-6312 -3693 -2108 0
-1703 1746 9323 0
-7198 -3964 8557 0
-4683 -2022 -798 0
-6130 1338 5154 0
-9156 -7504 -4373 0
-9509 1732 9183 0
-9244 1651 2712 0
-2426 2669 4103 0
-7179 -5818 -4765 0
-4574 2289 5462 0
-8811 -4279 4224 0
-7676 -1933 4242 0
-6847 -6116 1545 0
-8748 1550 6171 0
-7902 -3742 4419 0
-8949 -6605 -495 0
-6214 3058 9890 0
-7884 3756 3800 0
3639 6518 9707 0
-1346 4358 9439 0
-7880 -5898 4171 0
-3886 1483 9213 0
4063 7130 8275 0
-2040 -2031 9014 0
-1474 4960 6287 0
-5835 -49 9834 0
-1499 1848 6052 0
-4574 7648 9506 0
-6972 1936 9767 0
2422 2927 4592 0
-7218 -6663 4379 0
-6596 -4683 8528 0
-289 2247 7247 0
3202 6727 9104 0
-8694 6151 8893 0
-2768 4060 9802 0
-4427 663 3666 0
-6880 1170 4190 0
-4307 111 3115 0
-6032 -1175 7146 0
-9519 -7994 -6569 0
-6976 -4609 3110 0
-1024 -966 4573 0
-438 -383 970 0
-4644 644 7162 0
-7366 -4515 2993 0
-2822 -2409 949 0
-7482 -2109 -513 0
7160 7384 8299 0
-874 -65 6450 0
-9072 -2228 7092 0
-6164 2416 3939 0
-6347 -4557 3313 0
3208 6294 9278 0
-8092 8445 8858 0
-4569 5537 8798 0
-309 2278 9358 0
-8511 -1621 2681 0
-8403 811 2103 0
1692 4645 7803 0
-3964 -1940 3539 0
-4967 7136 7691 0
-7731 6614 9120 0
2109 3371 8568 0
-3677 2001 4369 0
-5807 6178 8592 0
2503 4715 8655 0
-9240 -7236 -4012 0
-3660 6604 7918 0
-7398 -6416 4004 0
-1217 -622 -269 0
-6025 -4510 2400 0
-8930 -3935 5886 0
-9902 -2975 4060 0
1336 9082 9667 0
2718 8750 9424 0
-1721 3018 9130 0
5203 6740 8357 0
-1422 -989 1141 0
1221 3346 5928 0
1557 5451 9834 0
-1890 1141 4665 0
-5136 -2712 1649 0
-3049 1707 5349 0
-1963 -1761 -268 0
-3834 -2171 -1665 0
-9442 -4565 -1353 0
-7451 -6993 6148 0
-9745 -6675 -811 0
-9358 -5176 -1717 0
1312 5791 9211 0
-8033 -6927 5789 0
-2784 26 2202 0
-9968 -5430 9415 0
-3386 -1880 25 0
4399 5136 6412 0
-4442 -1576 9493 0
1933 4556 6318 0
-9237 -1379 1948 0
-2544 -404 2767 0
-6838 -2865 8835 0
-5616 714 3228 0
-557 3873 8911 0
-1784 4249 8827 0
693 5781 8437 0
-5160 -110 9743 0
-2195 1448 3653 0
-2227 -409 5713 0
3647 5015 8994 0
-707 -70 3085 0
-8908 -2663 6009 0
-8853 7417 8389 0
-9019 -2568 -554 0
-2315 -1928 -657 0
-1055 806 8601 0
-7668 -2832 1919 0
-7869 -2379 2883 0
-5184 937 2909 0
-7178 475 6613 0
-8120 648 1272 0
-8784 6099 9845 0
-3386 3334 9908 0
-9597 -8408 4014 0
-2806 5978 9116 0
-9124 -3500 2473 0
-8102 -5191 -2077 0
-9955 -8294 6061 0
-8121 -5271 3028 0
-9743 -5794 -3832 0
-8480 -1480 9269 0
-8579 -6445 -3641 0
-899 1700 4500 0
1724 1942 6328 0
-5737 -3711 965 0
-4078 2602 6894 0
-7234 1104 1825 0
-525 6747 9123 0
895 3863 4614 0
3605 9827 9936 0
303 1962 8508 0
-7108 -3534 7226 0
-9627 -1926 5 0
-7730 1500 5637 0
-8264 2030 2810 0
-6723 1455 5558 0
-9160 2536 5936 0
-7394 -2138 -401 0
-5481 -1296 192 0
-9680 856 9379 0
-699 6318 6436 0
-9927 -6507 -5063 0
-6328 691 8899 0
-1855 1190 3042 0
2317 4639 6749 0
-8626 7280 8191 0
-5266 3200 7403 0
-6435 -197 8093 0
-7418 -5061 1871 0
-9231 -3361 672 0
-9812 -4497 9167 0
-9380 -6114 2426 0
-7228 -2071 5239 0
-7994 -7625 3803 0
-6033 -3218 2517 0
-9282 -4191 4607 0
-1331 2662 8605 0
-4196 -3731 8899 0
3657 5663 9780 0
-7298 -5114 8867 0
-3049 -1048 2817 0
961 4388 8557 0
-7405 918 3744 0
-9202 3739 8143 0
-5099 -84 5062 0
-9950 -2258 5494 0
-9562 6625 8245 0
-9275 3650 5924 0
-6500 -5580 7353 0
-9878 -7617 259 0
-9792 -9354 5166 0
-9513 -5264 -1221 0
-958 5142 7126 0
-9540 -8458 -4845 0
-5181 785 2086 0
-9771 -6424 371 0
-9050 -5508 261 0
-8514 -5062 1667 0
-5678 7053 7966 0
-6878 -4313 2110 0
1960 2776 4938 0
-3909 -3314 9645 0
-7696 88 6541 0
-8659 699 4165 0
4779 7805 8848 0
-3227 3224 8362 0
-5419 1162 1831 0
-8707 -1933 3776 0
-4623 1210 1392 0
-6882 3271 4859 0
-8050 -5275 -549 0
1508 2357 4657 0
1672 4323 7583 0
-7873 3459 5751 0
-9032 -2849 6478 0
-4907 1407 3948 0
-4421 4943 9379 0
-9706 1503 5647 0
722 968 8950 0
-8635 2676 9904 0
-8553 1149 6744 0
-9314 5319 5584 0
-5319 1922 8953 0
-7007 -5556 7771 0
2691 4577 5113 0
2328 2346 7123 0
-7452 -2598 -1719 0
-9564 1330 8984 0
-6771 -5533 2206 0
-7336 4667 5219 0
-3310 -1106 1599 0
-4316 -1947 2905 0
-6362 -1653 3150 0
-3557 -1302 6945 0
-7498 -3402 5785 0
-2655 -909 5259 0
-7965 -5194 9085 0
8229 8532 8766 0
-9380 -6353 8233 0
1592 7315 8592 0
-8384 -8017 5196 0
-6437 70 5383 0
-2534 -1067 2792 0
-6726 -6121 6867 0
-6243 2070 6476 0
-3495 1917 6425 0
-8705 -2506 2101 0
-8190 -8062 -2346 0
-1051 235 1413 0
-4745 -3777 9791 0
-3409 2842 9385 0
1253 2259 7923 0
-4687 1127 3119 0
-4265 -2464 374 0
-7623 2780 7241 0
-9637 -5246 -5026 0
-8209 -6967 -3234 0
-9929 -9847 -9344 0
-9932 -1206 3631 0
-7914 -1191 5745 0
-2952 -1402 4334 0
-9289 3757 5825 0
5239 7663 8220 0
-6137 -2069 -135 0
-9758 2121 3959 0
-4571 3052 6432 0
-8693 -6361 -3167 0
-4927 1268 6392 0
-5817 -1069 5689 0
-4205 -3603 7353 0
274 1475 5469 0
-4011 -1234 8483 0
-2734 -2383 4749 0
-8893 -887 3880 0
1329 1662 2575 0
-8846 -8296 5990 0
-9291 3860 4139 0
5070 5463 6474 0
6724 7242 7696 0
-6910 -6090 -2094 0
-9568 6057 7538 0
-2850 -365 7514 0
-6533 5084 7533 0
-9283 -6870 9033 0
-7714 -7525 5186 0
-8112 -6862 -3550 0
-7944 2283 7948 0
3132 4557 6978 0
-6587 -6456 497 0
-5172 642 2568 0
-9852 -8167 7138 0
-8547 -271 9538 0
-6516 2908 6148 0
-4188 4694 5902 0
-8532 1489 6630 0
-6088 -4390 1136 0
-8536 -5095 -1710 0
1661 2825 8991 0
-8064 -4232 4001 0
-7118 787 7125 0
-6025 1416 8664 0
-4360 -3233 -517 0
-7357 -6347 380 0
-9600 -3103 9727 0
-5962 4645 8458 0
-3734 -2719 5646 0
-9017 1474 9039 0
-9938 3237 6485 0
-9153 -2477 3930 0
-2767 1488 5997 0
-6555 3267 7843 0
-6818 -4479 6448 0
-8746 -6396 995 0
-7955 -6766 3194 0
-4093 5014 6638 0
-9996 -5375 -2369 0
-7793 -4932 -3683 0
-3139 1890 1917 0
-4259 -2177 -683 0
-6992 -4087 -4033 0
-7966 -5965 -4406 0
-776 4626 9137 0
-9464 2025 6000 0
-9980 -4178 2201 0
-7692 -3786 8240 0
-9995 -3635 2775 0
-6708 -777 3866 0
-8730 -5589 2691 0
-9585 -764 7538 0
-8154 1657 9019 0
-9902 -9199 6014 0
-3380 452 1664 0
-54 4950 7693 0
368 3160 5037 0
-7209 -5354 1305 0
-7954 -3913 403 0
-8463 -4843 -1225 0
-8608 -3124 12 0
-6467 -3451 8686 0
-4058 -3063 5831 0
-2998 928 6227 0
-439 2169 5340 0
-8187 -3953 8623 0
-162 2954 7832 0
-9999 -8982 6119 0
-2188 2866 6188 0
-8996 -1452 -477 0
-3711 1240 6334 0
-1515 -1363 3824 0
-8010 -5557 -1182 0
-5262 467 5676 0
-9504 -193 1892 0
-6733 3693 7546 0
-7510 -4003 -559 0
-1411 5713 7418 0
-5372 -4169 7642 0
700 1003 1555 0
1525 4588 5081 0
-8091 -5518 -1786 0
-904 6972 7785 0
130 4967 7190 0
-2356 -205 7306 0
-4142 1544 3697 0
-7157 5275 9323 0
3116 3433 6328 0
-52 3772 5316 0
-7268 971 4595 0
2960 5930 7084 0
-7453 -6226 3343 0
-3340 1482 8931 0
-6734 2170 8803 0
-5020 2769 3046 0
-5399 404 7810 0
-7652 -6626 1335 0
-9146 3408 3516 0
-2445 3590 5134 0
-1008 -314 3317 0
-2880 -1250 9617 0
-7471 574 5920 0
-4013 885 9429 0
-7271 8437 9736 0
-9724 -5311 -475 0
-8659 -4481 15 0
-299 249 1187 0
-4824 -4686 8117 0
-6088 3257 8970 0
-7350 -6623 1048 0
-8831 3135 6419 0
-2005 -194 1847 0
-7858 -6826 -4415 0
-7354 -908 298 0
-6051 -3379 6894 0
-7537 -6980 930 0
-3032 -2055 1589 0
2247 4177 9589 0
-5685 -2102 4222 0
-6725 -4147 8474 0
-5889 3755 6478 0
-9778 -1948 5682 0
-6771 -5982 4249 0
-6338 -3664 5797 0
-9682 1497 6462 0
-2297 3126 6521 0
-2907 1185 6870 0
-9348 -4038 7829 0
-6207 2549 8456 0
-4112 -2032 2702 0
-5111 -4988 6483 0
-5442 -3798 3220 0
-4707 -3175 5768 0
-8073 -2238 7228 0
-4574 -4428 5375 0
-6970 -5746 1473 0
5830 7755 8387 0
-7296 -3947 5335 0
-2395 242 4589 0
-8229 -2562 3277 0
-2185 400 468 0
-1832 1979 5781 0
-6603 3379 9560 0
-794 4837 7565 0
-2450 8692 8890 0
-3074 -989 7969 0
-5802 537 5586 0
-9441 -2981 262 0
6880 7909 8186 0
-871 1652 9231 0
-4638 424 4270 0
36 4805 6868 0
178 2029 9747 0
-8890 -7902 1759 0
-6698 -919 3291 0
-1753 -1375 1241 0
-6731 510 6255 0
-6697 -2965 5373 0
-7727 -5601 1578 0
390 7182 9874 0
2393 2493 5555 0
-5784 -1019 909 0
-5976 -3763 7549 0
-1082 -185 4833 0
-8716 -6864 587 0
-9801 -5513 4482 0
-7815 4694 8798 0
-8722 -941 3952 0
-3520 -1768 1290 0
-5546 -4113 -2232 0
-6849 -678 5620 0
-6181 -3195 3408 0
-7687 4947 9440 0
3096 3667 5596 0
-6958 7068 8253 0
-9325 3239 4528 0
-5969 -3845 4443 0
-4366 599 746 0
-3091 -1538 -1000 0
-744 -390 1951 0
-8016 3 752 0
-5212 -2317 7012 0
-9421 -8004 4474 0
211 338 4880 0
-2334 1376 4871 0
-6475 -2614 5420 0
-4217 6546 8883 0
-9738 -9084 4142 0
4730 6845 7485 0
685 4844 7232 0
-6018 3436 8183 0
-4800 -4605 6552 0
-2543 4891 8386 0
-6738 -1536 6083 0
-9531 -542 -266 0
-8930 -8543 8956 0
-9554 -295 3939 0
-2580 4247 9180 0
-3817 2321 5690 0
-6478 1726 2864 0
-8869 -5626 7860 0
-4822 4825 4841 0
-3118 1169 4437 0
-5137 -3699 972 0
-323 690 2881 0
-8424 -4779 4287 0
-8947 -6672 -6069 0
-7190 -5498 1316 0
-9397 -6129 7410 0
-5890 892 1362 0
-6839 -6511 1039 0
-4935 -552 3855 0
-3161 -2116 2248 0
-5717 3450 6680 0
-1702 2226 6729 0
-8013 -6666 9956 0
-2871 -1827 -1219 0
-1959 -964 828 0
-8756 -7564 9521 0
-8014 -5367 4039 0
-4178 10 2338 0
-8939 -426 1714 0
-7918 -7456 9050 0
-9853 -9812 -8514 0
-8946 4392 6983 0
-1930 330 7894 0
-5630 1906 5845 0
516 1204 5394 0
-9932 -5194 8990 0
-7589 -329 6041 0
-7826 -5701 4344 0
-9966 -9625 -9326 0
-7753 3370 6102 0
-2753 -2671 4988 0
-5622 -5057 8350 0
-3484 4577 8025 0
-2204 3711 6914 0
-8829 6861 7230 0
-9317 -4662 9213 0
-2113 1551 1903 0
-7070 2819 9126 0
-4854 1794 9547 0
-7640 -6042 -1492 0
-1820 488 6465 0
-7900 -582 4153 0
-5300 550 9668 0
-9684 -4162 219 0
-5147 -4660 5730 0
-4100 -727 6600 0
-5769 -3858 9311 0
-2152 -2085 4385 0
-6177 -4585 1579 0
-8384 -3137 1085 0
-4922 4673 8088 0
-7528 -2778 -2483 0
-8061 1014 5178 0
-9071 -596 9191 0
-7705 810 1274 0
-6334 687 9064 0
-7772 7510 8439 0
-7306 -4419 -4113 0
-8315 532 6832 0
5957 6943 8992 0
-3935 352 1707 0
-7185 -3037 8703 0
-3317 2589 5971 0
-1063 7122 7384 0
-2311 -775 430 0
-7383 -853 1312 0
-8016 -1380 8118 0
-8621 -1691 -1390 0
5405 9446 9580 0
-6028 -5121 267 0
-4551 2445 5627 0
-6957 -2752 -281 0
-6020 -3491 4099 0
-643 6871 9140 0
-8839 -4425 7879 0
-4286 -331 1785 0
-4045 6785 8877 0
-8587 -7532 3341 0
-2070 2593 7114 0
-9429 5902 9441 0
-1125 2954 2973 0
-1869 -1730 3731 0
-2989 -179 4518 0
-4887 1449 8000 0
-4252 -3069 -616 0
-5654 -4645 6259 0
-4483 -1119 2350 0
-8446 940 2721 0
-9033 -7623 2873 0
-3132 -2093 9458 0
-7462 -2398 1275 0
-6100 -2825 2081 0
-7497 -2984 5180 0
-7680 -3727 -1600 0
-7129 1546 8880 0
-1135 7221 9205 0
-3422 599 8297 0
-8212 -4591 1055 0
-6433 4011 4435 0
-155 3532 8838 0
-9527 1716 4814 0
-9673 -692 1428 0
-4035 5936 9431 0
-9815 -282 3614 0
-1878 -1183 2376 0
-8548 -1899 7530 0
-6118 -5288 9967 0
-9738 -3713 -3502 0
-876 2566 5146 0
-7396 -6399 -1957 0
-5758 -662 823 0
-7384 -3360 -1916 0
-4347 5308 5657 0
-4558 -3693 7296 0
-9702 1033 8538 0
-3859 -2973 -2225 0
-4495 4811 4903 0
-5292 4910 8858 0
-4773 3793 7365 0
-6276 -3669 2067 0
3832 6196 8037 0
2586 4284 7745 0
-8250 -1158 9073 0
-8507 2380 2921 0
-9220 -7837 -5485 0
-8383 -1906 2743 0
-5891 -1489 6738 0
-6953 -6160 -2202 0
-9471 -6585 2196 0
-9703 214 7536 0
-1862 -532 920 0
122 8854 9418 0
-8995 -4902 6972 0
3141 4018 9476 0
-5319 -3989 9602 0
-3618 1149 7862 0
-7727 4462 6166 0
-4800 -1088 64 0
-2139 2044 4654 0
-9136 819 8431 0
-5806 5504 7893 0
-6565 -1170 -1106 0
-416 6960 9671 0
-8135 7547 9843 0
2432 6743 8323 0
-2269 5094 6794 0
-7107 -3876 9787 0
-8653 -995 7518 0
-4871 -3721 1701 0
-2665 7813 8166 0
-8401 -7485 -5567 0
-5175 -3783 7329 0
-1851 -1257 5979 0
-8010 -2946 378 0
-7709 -4005 7091 0
-9276 -4757 1108 0
-3642 2117 5892 0
5075 5711 6795 0
-8671 -7879 -6877 0
-9729 -2484 8878 0
7054 9018 9381 0
-7648 2166 6319 0
-4472 -1288 9178 0
-1580 -249 7683 0
-4129 1528 5385 0
-5065 3480 6752 0
9048 9301 9819 0
-3036 3528 8893 0
-9101 -4794 -4172 0
-4073 -2303 4321 0
6420 7446 9284 0
-2377 4793 9847 0
-3461 -82 4063 0
2677 5201 7242 0
-7937 -1490 7660 0
-2948 8613 9387 0
-5703 -2849 -2540 0
-1332 5699 5761 0
3575 5622 6099 0
-6014 -160 3636 0
-8400 -5619 9750 0
-3743 -1796 51 0
-7343 -1446 -578 0
-7899 -7635 9525 0
-1212 3444 4347 0
-8281 -6326 807 0
1602 4037 7244 0
-3366 2425 6524 0
-3662 -2709 5571 0
-5824 -2892 2413 0
-4234 -291 4022 0
-9684 3618 7120 0
3705 5369 7252 0
-189 -16 1155 0
-6909 4473 7646 0
-9690 -7408 -5375 0
-1450 -662 687 0
-3048 -1424 1681 0
-8495 -6052 -5896 0
-8771 -6140 4560 0
2571 7159 7325 0
-4949 -4321 -2334 0
-5725 -5013 -2751 0
-3538 -1451 3410 0
-8461 2973 6598 0
-5937 -2918 5885 0
-8824 -44 4733 0
-1479 2301 6375 0
-4554 2724 5517 0
-9047 -6078 -2814 0
-570 -568 4878 0
-9933 -4831 -3337 0
-7747 -6327 8309 0
-6202 -4001 2225 0
-7749 -4321 8609 0
-7411 -1997 3404 0
-9636 -2821 4141 0
-6318 -5466 6916 0
-2978 39 7694 0
-4725 -3475 2627 0
-6632 -2002 4745 0
-7593 -1861 5735 0
766 5453 9330 0
-8903 2401 7766 0
-1891 -1686 3294 0
-9635 -5319 6334 0
-9691 -1151 4405 0
-4403 -88 6293 0
-2585 5873 9604 0
-5430 7393 7439 0
-9287 -3927 7495 0
1500 1976 2345 0
-4474 4042 7138 0
3454 4585 5022 0
6881 8083 8168 0
-2640 2082 7287 0
-9811 -8614 433 0
-3322 -570 781 0
-5591 5133 7139 0
-7756 -1939 7335 0
-7228 634 8349 0
-7294 -4848 -3353 0
-6159 -4914 3934 0
-3005 393 8590 0
2299 2656 6157 0
-5119 1372 2562 0
-1970 3586 8748 0
-4039 -1254 8492 0
-6685 -5225 3814 0
-9516 3054 9724 0
4629 8148 9112 0
-9133 2813 6366 0
-7624 -5512 4535 0
-2347 -354 2497 0
-8566 4899 8157 0
-5372 -5338 574 0
-5408 -2134 9941 0
-3492 -690 4307 0
-1286 -1264 8068 0
-2998 4007 9709 0
7612 7941 9138 0
1873 2525 6792 0
-6343 424 9838 0
-8329 -3559 -183 0
-209 5262 8939 0
-8291 -746 1371 0
-7397 -6085 7890 0
-4243 4066 4760 0
-9668 -6551 -1020 0
-5860 7556 8045 0
-8196 -7231 -4758 0
-2210 1628 8934 0
-7636 -5572 -3176 0
-9947 2619 4542 0
6099 7743 8636 0
-1241 2598 7843 0
-3142 -225 6134 0
-3666 6759 8474 0
-8884 452 7119 0
-3101 -1115 5489 0
-9572 -5836 5161 0
-9473 -9404 -516 0
-5611 -2035 3747 0
-9020 -8625 8099 0
-7584 -3636 -1226 0
-4461 3451 7064 0
-1222 875 5148 0
-713 5078 6134 0
-9714 8641 8988 0
-2778 1875 3907 0
1503 3221 3333 0
-3619 3237 8202 0
-9755 -9194 8462 0
-7937 -7883 -3783 0
-2858 6254 8440 0
649 1454 6377 0
2169 7529 9581 0
-9439 -2257 5340 0
-9162 -7232 328 0
-6223 -2911 4504 0
-5005 -2543 -2416 0
-7145 -4586 -3866 0
-9030 4662 5392 0
735 4981 9591 0
-2180 1594 8494 0
-5266 -3969 -196 0
3432 4238 6714 0
3970 4560 6359 0
-2810 5217 5239 0
-3823 276 8563 0
-7071 -4832 -3057 0
5798 6598 8798 0
-5086 -3673 6621 0
-5669 -2893 9484 0
-49 8121 8865 0
-6875 -5836 8293 0
-5811 -2157 5233 0
378 2797 7796 0
-2350 3878 9736 0
-5366 -4531 3161 0
-1840 2941 9359 0
-6640 430 4114 0
-1019 2372 4005 0
-8266 -5736 6633 0
485 8341 9385 0
-1835 -448 4377 0
-4778 966 6099 0
-2815 3510 8491 0
-4130 -3895 6606 0
-7505 -4570 3667 0
-3892 8175 8597 0
-6818 -583 8765 0
2666 3721 7179 0
-4400 -2488 6226 0
-9243 -3875 680 0
3706 6684 7798 0
-4526 73 3544 0
-7176 -4802 1280 0
-7105 -3744 -392 0
-9957 498 792 0
-9913 1743 7131 0
-9904 -168 2640 0
-4314 4436 9352 0
-6425 1175 9460 0
-3661 -977 4822 0
-5208 1700 9498 0
-9620 -9590 -4371 0
2854 4963 6239 0
-7690 -5444 -3067 0
-9927 6198 7820 0
-7854 -852 5546 0
-8134 -1652 -1538 0
-2415 1127 6754 0
-7135 -6743 -6522 0
-8023 -6979 -4581 0
-9051 -2886 -1352 0
-2263 16 8136 0
-5934 -5392 -2057 0
-8427 -7807 8200 0
-1301 2439 2881 0
-7400 -4432 -1891 0
-1686 5482 7358 0
-7888 -5862 -2420 0
